model,prompt_type,prompt_index,split,Category,TP,FP,FN,P,R,F0.5
gpt-4-0613,0-shot,5,wibea-dev,U:CONJ,5,64,4,0.0725,0.5556,0.0877
gpt-4-0613,0-shot,5,wibea-dev,U:CONTR,5,6,3,0.4545,0.625,0.4808
gpt-4-0613,0-shot,5,wibea-dev,U:DET,187,200,71,0.4832,0.7248,0.5177
gpt-4-0613,0-shot,5,wibea-dev,U:NOUN,16,61,32,0.2078,0.3333,0.2247
gpt-4-0613,0-shot,5,wibea-dev,U:NOUN:POSS,6,2,2,0.75,0.75,0.75
gpt-4-0613,0-shot,5,wibea-dev,U:OTHER,37,287,48,0.1142,0.4353,0.134
gpt-4-0613,0-shot,5,wibea-dev,U:PART,5,7,4,0.4167,0.5556,0.4386
gpt-4-0613,0-shot,5,wibea-dev,U:PREP,61,116,35,0.3446,0.6354,0.3794
gpt-4-0613,0-shot,5,wibea-dev,U:PRON,27,71,17,0.2755,0.6136,0.3096
gpt-4-0613,0-shot,5,wibea-dev,U:PUNCT,52,171,45,0.2332,0.5361,0.2629
gpt-4-0613,0-shot,5,wibea-dev,U:VERB,21,71,23,0.2283,0.4773,0.2549
gpt-4-0613,0-shot,5,wibea-dev,U:VERB:FORM,3,25,6,0.1071,0.3333,0.124
gpt-4-0613,0-shot,5,wibea-dev,U:VERB:TENSE,22,38,21,0.3667,0.5116,0.3887
gpt-4-0613,0-shot,6,wibea-dev,M:ADJ,4,13,15,0.2353,0.2105,0.2299
gpt-4-0613,0-shot,6,wibea-dev,M:ADV,9,27,23,0.25,0.2812,0.2557
gpt-4-0613,0-shot,6,wibea-dev,M:CONJ,2,16,21,0.1111,0.087,0.1053
gpt-4-0613,0-shot,6,wibea-dev,M:CONTR,1,3,1,0.25,0.5,0.2778
gpt-4-0613,0-shot,6,wibea-dev,M:DET,250,145,114,0.6329,0.6868,0.643
gpt-4-0613,0-shot,6,wibea-dev,M:NOUN,6,27,40,0.1818,0.1304,0.1685
gpt-4-0613,0-shot,6,wibea-dev,M:NOUN:POSS,17,5,7,0.7727,0.7083,0.7589
gpt-4-0613,0-shot,6,wibea-dev,M:OTHER,33,106,125,0.2374,0.2089,0.2311
gpt-4-0613,0-shot,6,wibea-dev,M:PART,4,4,7,0.5,0.3636,0.4651
gpt-4-0613,0-shot,6,wibea-dev,M:PREP,75,79,69,0.487,0.5208,0.4934
gpt-4-0613,0-shot,6,wibea-dev,M:PRON,23,30,33,0.434,0.4107,0.4291
gpt-4-0613,0-shot,6,wibea-dev,M:PUNCT,674,626,417,0.5185,0.6178,0.5357
gpt-4-0613,0-shot,6,wibea-dev,M:VERB,23,60,33,0.2771,0.4107,0.2964
gpt-4-0613,0-shot,6,wibea-dev,M:VERB:FORM,17,12,4,0.5862,0.8095,0.6204
gpt-4-0613,0-shot,6,wibea-dev,M:VERB:TENSE,24,33,37,0.4211,0.3934,0.4152
gpt-4-0613,0-shot,6,wibea-dev,R:ADJ,15,23,65,0.3947,0.1875,0.3233
gpt-4-0613,0-shot,6,wibea-dev,R:ADJ:FORM,13,7,3,0.65,0.8125,0.6771
gpt-4-0613,0-shot,6,wibea-dev,R:ADV,7,19,51,0.2692,0.1207,0.216
gpt-4-0613,0-shot,6,wibea-dev,R:CONJ,1,7,7,0.125,0.125,0.125
gpt-4-0613,0-shot,6,wibea-dev,R:CONTR,9,6,11,0.6,0.45,0.5625
gpt-4-0613,0-shot,6,wibea-dev,R:DET,75,63,87,0.5435,0.463,0.5252
gpt-4-0613,0-shot,6,wibea-dev,R:MORPH,113,128,68,0.4689,0.6243,0.4934
gpt-4-0613,0-shot,6,wibea-dev,R:NOUN,65,69,214,0.4851,0.233,0.3988
gpt-4-0613,0-shot,6,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-4-0613,0-shot,6,wibea-dev,R:NOUN:NUM,181,105,88,0.6329,0.6729,0.6405
gpt-4-0613,0-shot,6,wibea-dev,R:NOUN:POSS,22,13,6,0.6286,0.7857,0.6548
gpt-4-0613,0-shot,6,wibea-dev,R:ORTH,242,141,82,0.6319,0.7469,0.6519
gpt-4-0613,0-shot,6,wibea-dev,R:OTHER,240,361,508,0.3993,0.3209,0.3807
gpt-4-0613,0-shot,6,wibea-dev,R:PART,22,11,21,0.6667,0.5116,0.6286
gpt-4-0613,0-shot,6,wibea-dev,R:PREP,230,170,275,0.575,0.4554,0.5463
gpt-4-0613,0-shot,6,wibea-dev,R:PRON,32,80,25,0.2857,0.5614,0.3168
gpt-4-0613,0-shot,6,wibea-dev,R:PUNCT,85,164,209,0.3414,0.2891,0.3295
gpt-4-0613,0-shot,6,wibea-dev,R:SPELL,357,122,45,0.7453,0.8881,0.7701
gpt-4-0613,0-shot,6,wibea-dev,R:VERB,67,108,266,0.3829,0.2012,0.3243
gpt-4-0613,0-shot,6,wibea-dev,R:VERB:FORM,131,97,75,0.5746,0.6359,0.5859
gpt-4-0613,0-shot,6,wibea-dev,R:VERB:INFL,6,3,0,0.6667,1.0,0.7143
gpt-4-0613,0-shot,6,wibea-dev,R:VERB:SVA,129,80,17,0.6172,0.8836,0.6568
gpt-4-0613,0-shot,6,wibea-dev,R:VERB:TENSE,157,120,213,0.5668,0.4243,0.5311
gpt-4-0613,0-shot,6,wibea-dev,R:WO,51,77,37,0.3984,0.5795,0.425
gpt-4-0613,0-shot,6,wibea-dev,U:ADJ,4,6,10,0.4,0.2857,0.3704
gpt-4-0613,0-shot,6,wibea-dev,U:ADV,15,21,26,0.4167,0.3659,0.4054
gpt-4-0613,0-shot,6,wibea-dev,U:CONJ,4,11,5,0.2667,0.4444,0.2899
gpt-4-0613,0-shot,6,wibea-dev,U:CONTR,6,2,2,0.75,0.75,0.75
gpt-4-0613,0-shot,6,wibea-dev,U:DET,166,93,92,0.6409,0.6434,0.6414
gpt-4-0613,0-shot,6,wibea-dev,U:NOUN,16,32,32,0.3333,0.3333,0.3333
gpt-4-0613,0-shot,6,wibea-dev,U:NOUN:POSS,7,1,1,0.875,0.875,0.875
gpt-4-0613,0-shot,6,wibea-dev,U:OTHER,27,83,58,0.2455,0.3176,0.2571
gpt-4-0613,0-shot,6,wibea-dev,U:PART,4,3,5,0.5714,0.4444,0.5405
gpt-4-0613,0-shot,6,wibea-dev,U:PREP,56,58,40,0.4912,0.5833,0.5072
gpt-4-0613,0-shot,6,wibea-dev,U:PRON,26,31,18,0.4561,0.5909,0.4779
gpt-4-0613,0-shot,6,wibea-dev,U:PUNCT,41,105,56,0.2808,0.4227,0.301
gpt-4-0613,0-shot,6,wibea-dev,U:VERB,22,31,22,0.4151,0.5,0.4297
gpt-4-0613,0-shot,6,wibea-dev,U:VERB:FORM,5,15,4,0.25,0.5556,0.2809
gpt-4-0613,0-shot,6,wibea-dev,U:VERB:TENSE,20,26,23,0.4348,0.4651,0.4405
gpt-4-0613,0-shot,7,wibea-dev,M:ADJ,4,16,15,0.2,0.2105,0.202
gpt-4-0613,0-shot,7,wibea-dev,M:ADV,9,28,23,0.2432,0.2812,0.25
gpt-4-0613,0-shot,7,wibea-dev,M:CONJ,3,14,20,0.1765,0.1304,0.1648
gpt-4-0613,0-shot,7,wibea-dev,M:CONTR,1,1,1,0.5,0.5,0.5
gpt-4-0613,0-shot,7,wibea-dev,M:DET,247,144,117,0.6317,0.6786,0.6406
gpt-4-0613,0-shot,7,wibea-dev,M:NOUN,6,26,40,0.1875,0.1304,0.1724
gpt-4-0613,0-shot,7,wibea-dev,M:NOUN:POSS,18,7,6,0.72,0.75,0.7258
gpt-4-0613,0-shot,7,wibea-dev,M:OTHER,33,106,125,0.2374,0.2089,0.2311
gpt-4-0613,0-shot,7,wibea-dev,M:PART,4,4,7,0.5,0.3636,0.4651
gpt-4-0613,0-shot,7,wibea-dev,M:PREP,75,94,69,0.4438,0.5208,0.4573
gpt-4-0613,0-shot,7,wibea-dev,M:PRON,22,32,34,0.4074,0.3929,0.4044
gpt-4-0613,0-shot,7,wibea-dev,M:PUNCT,676,591,415,0.5335,0.6196,0.5488
gpt-4-0613,0-shot,7,wibea-dev,M:VERB,27,58,29,0.3176,0.4821,0.3409
gpt-4-0613,0-shot,7,wibea-dev,M:VERB:FORM,18,12,3,0.6,0.8571,0.6383
gpt-4-0613,0-shot,7,wibea-dev,M:VERB:TENSE,25,37,36,0.4032,0.4098,0.4045
gpt-4-0613,0-shot,7,wibea-dev,R:ADJ,16,25,64,0.3902,0.2,0.3279
gpt-4-0613,0-shot,7,wibea-dev,R:ADJ:FORM,13,6,3,0.6842,0.8125,0.7065
gpt-4-0613,0-shot,7,wibea-dev,R:ADV,7,24,51,0.2258,0.1207,0.1923
gpt-4-0613,0-shot,7,wibea-dev,R:CONJ,1,10,7,0.0909,0.125,0.0962
gpt-4-0613,0-shot,7,wibea-dev,R:CONTR,10,8,10,0.5556,0.5,0.5435
gpt-4-0613,0-shot,7,wibea-dev,R:DET,73,58,89,0.5573,0.4506,0.5321
gpt-4-0613,0-shot,7,wibea-dev,R:MORPH,111,119,70,0.4826,0.6133,0.5041
gpt-4-0613,0-shot,7,wibea-dev,R:NOUN,63,77,216,0.45,0.2258,0.3754
gpt-4-0613,0-shot,7,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-4-0613,0-shot,7,wibea-dev,R:NOUN:NUM,182,106,87,0.6319,0.6766,0.6404
gpt-4-0613,0-shot,7,wibea-dev,R:NOUN:POSS,22,11,6,0.6667,0.7857,0.6875
gpt-4-0613,0-shot,7,wibea-dev,R:ORTH,236,144,88,0.6211,0.7284,0.6399
gpt-4-0613,0-shot,7,wibea-dev,R:OTHER,239,377,509,0.388,0.3195,0.372
gpt-4-0613,0-shot,7,wibea-dev,R:PART,23,14,20,0.6216,0.5349,0.6021
gpt-4-0613,0-shot,7,wibea-dev,R:PREP,226,168,279,0.5736,0.4475,0.543
gpt-4-0613,0-shot,7,wibea-dev,R:PRON,32,82,25,0.2807,0.5614,0.3119
gpt-4-0613,0-shot,7,wibea-dev,R:PUNCT,86,161,208,0.3482,0.2925,0.3354
gpt-4-0613,0-shot,7,wibea-dev,R:SPELL,359,122,43,0.7464,0.893,0.7717
gpt-4-0613,0-shot,7,wibea-dev,R:VERB,63,101,270,0.3841,0.1892,0.3185
gpt-4-0613,0-shot,7,wibea-dev,R:VERB:FORM,132,102,74,0.5641,0.6408,0.5779
gpt-4-0613,0-shot,7,wibea-dev,R:VERB:INFL,6,5,0,0.5455,1.0,0.6
gpt-4-0613,0-shot,7,wibea-dev,R:VERB:SVA,130,90,16,0.5909,0.8904,0.6335
gpt-4-0613,0-shot,7,wibea-dev,R:VERB:TENSE,153,119,217,0.5625,0.4135,0.5247
gpt-4-0613,0-shot,7,wibea-dev,R:WO,49,85,39,0.3657,0.5568,0.3926
gpt-4-0613,0-shot,7,wibea-dev,U:ADJ,4,9,10,0.3077,0.2857,0.303
gpt-4-0613,0-shot,7,wibea-dev,U:ADV,16,23,25,0.4103,0.3902,0.4061
gpt-4-0613,0-shot,7,wibea-dev,U:CONJ,4,14,5,0.2222,0.4444,0.2469
gpt-4-0613,0-shot,7,wibea-dev,U:CONTR,5,2,3,0.7143,0.625,0.6944
gpt-4-0613,0-shot,7,wibea-dev,U:DET,155,91,103,0.6301,0.6008,0.624
gpt-4-0613,0-shot,7,wibea-dev,U:NOUN,15,29,33,0.3409,0.3125,0.3348
gpt-4-0613,0-shot,7,wibea-dev,U:NOUN:POSS,7,1,1,0.875,0.875,0.875
gpt-4-0613,0-shot,7,wibea-dev,U:OTHER,28,89,57,0.2393,0.3294,0.2532
gpt-4-0613,0-shot,7,wibea-dev,U:PART,4,4,5,0.5,0.4444,0.4878
gpt-4-0613,0-shot,7,wibea-dev,U:PREP,56,60,40,0.4828,0.5833,0.5
gpt-4-0613,0-shot,7,wibea-dev,U:PRON,25,33,19,0.431,0.5682,0.4529
gpt-4-0613,0-shot,7,wibea-dev,U:PUNCT,46,108,51,0.2987,0.4742,0.3226
gpt-4-0613,0-shot,7,wibea-dev,U:VERB,21,30,23,0.4118,0.4773,0.4234
gpt-4-0613,0-shot,7,wibea-dev,U:VERB:FORM,5,16,4,0.2381,0.5556,0.2688
gpt-4-0613,0-shot,7,wibea-dev,U:VERB:TENSE,20,24,23,0.4545,0.4651,0.4566
gpt-4-0613,0-shot,8,wibea-dev,M:ADJ,4,23,15,0.1481,0.2105,0.1575
gpt-4-0613,0-shot,8,wibea-dev,M:ADV,11,31,21,0.2619,0.3438,0.275
gpt-4-0613,0-shot,8,wibea-dev,M:CONJ,3,15,20,0.1667,0.1304,0.1579
gpt-4-0613,0-shot,8,wibea-dev,M:CONTR,1,6,1,0.1429,0.5,0.1667
gpt-4-0613,0-shot,8,wibea-dev,M:DET,247,169,117,0.5938,0.6786,0.609
gpt-4-0613,0-shot,8,wibea-dev,M:NOUN,6,42,40,0.125,0.1304,0.1261
gpt-4-0613,0-shot,8,wibea-dev,M:NOUN:POSS,16,5,8,0.7619,0.6667,0.7407
gpt-4-0613,0-shot,8,wibea-dev,M:OTHER,37,127,121,0.2256,0.2342,0.2273
gpt-4-0613,0-shot,8,wibea-dev,M:PART,4,4,7,0.5,0.3636,0.4651
gpt-4-0613,0-shot,8,wibea-dev,M:PREP,71,99,73,0.4176,0.4931,0.4308
gpt-4-0613,0-shot,8,wibea-dev,M:PRON,22,31,34,0.4151,0.3929,0.4104
gpt-4-0613,0-shot,8,wibea-dev,M:PUNCT,734,781,357,0.4845,0.6728,0.5132
gpt-4-0613,0-shot,8,wibea-dev,M:VERB,25,61,31,0.2907,0.4464,0.3125
gpt-4-0613,0-shot,8,wibea-dev,M:VERB:FORM,17,15,4,0.5312,0.8095,0.5705
gpt-4-0613,0-shot,8,wibea-dev,M:VERB:TENSE,24,43,37,0.3582,0.3934,0.3647
gpt-4-0613,0-shot,8,wibea-dev,R:ADJ,19,62,61,0.2346,0.2375,0.2351
gpt-4-0613,0-shot,8,wibea-dev,R:ADJ:FORM,13,8,3,0.619,0.8125,0.65
gpt-4-0613,0-shot,8,wibea-dev,R:ADV,9,32,49,0.2195,0.1552,0.2027
gpt-4-0613,0-shot,8,wibea-dev,R:CONJ,2,19,6,0.0952,0.25,0.1087
gpt-4-0613,0-shot,8,wibea-dev,R:CONTR,12,15,8,0.4444,0.6,0.4688
gpt-4-0613,0-shot,8,wibea-dev,R:DET,80,98,82,0.4494,0.4938,0.4577
gpt-4-0613,0-shot,8,wibea-dev,R:MORPH,115,178,66,0.3925,0.6354,0.425
gpt-4-0613,0-shot,8,wibea-dev,R:NOUN,73,127,206,0.365,0.2616,0.3383
gpt-4-0613,0-shot,8,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
gpt-4-0613,0-shot,8,wibea-dev,R:NOUN:NUM,186,145,83,0.5619,0.6914,0.5838
gpt-4-0613,0-shot,8,wibea-dev,R:NOUN:POSS,22,15,6,0.5946,0.7857,0.625
gpt-4-0613,0-shot,8,wibea-dev,R:ORTH,257,190,67,0.5749,0.7932,0.6084
gpt-4-0613,0-shot,8,wibea-dev,R:OTHER,253,580,495,0.3037,0.3382,0.31
gpt-4-0613,0-shot,8,wibea-dev,R:PART,27,20,16,0.5745,0.6279,0.5844
gpt-4-0613,0-shot,8,wibea-dev,R:PREP,245,233,260,0.5126,0.4851,0.5068
gpt-4-0613,0-shot,8,wibea-dev,R:PRON,33,85,24,0.2797,0.5789,0.3119
gpt-4-0613,0-shot,8,wibea-dev,R:PUNCT,156,163,138,0.489,0.5306,0.4968
gpt-4-0613,0-shot,8,wibea-dev,R:SPELL,353,140,49,0.716,0.8781,0.7435
gpt-4-0613,0-shot,8,wibea-dev,R:VERB,70,162,263,0.3017,0.2102,0.2776
gpt-4-0613,0-shot,8,wibea-dev,R:VERB:FORM,141,144,65,0.4947,0.6845,0.5238
gpt-4-0613,0-shot,8,wibea-dev,R:VERB:INFL,6,3,0,0.6667,1.0,0.7143
gpt-4-0613,0-shot,8,wibea-dev,R:VERB:SVA,126,82,20,0.6058,0.863,0.6442
gpt-4-0613,0-shot,8,wibea-dev,R:VERB:TENSE,173,160,197,0.5195,0.4676,0.5082
gpt-4-0613,0-shot,8,wibea-dev,R:WO,57,103,31,0.3563,0.6477,0.3915
gpt-4-0613,0-shot,8,wibea-dev,U:ADJ,6,10,8,0.375,0.4286,0.3846
gpt-4-0613,0-shot,8,wibea-dev,U:ADV,20,40,21,0.3333,0.4878,0.3559
gpt-4-0613,0-shot,8,wibea-dev,U:CONJ,4,32,5,0.1111,0.4444,0.1307
gpt-4-0613,0-shot,8,wibea-dev,U:CONTR,6,3,2,0.6667,0.75,0.6818
gpt-4-0613,0-shot,8,wibea-dev,U:DET,179,159,79,0.5296,0.6938,0.5559
gpt-4-0613,0-shot,8,wibea-dev,U:NOUN,15,38,33,0.283,0.3125,0.2885
gpt-4-0613,0-shot,8,wibea-dev,U:NOUN:POSS,7,1,1,0.875,0.875,0.875
gpt-4-0613,0-shot,8,wibea-dev,U:OTHER,33,142,52,0.1886,0.3882,0.2102
gpt-4-0613,0-shot,8,wibea-dev,U:PART,4,6,5,0.4,0.4444,0.4082
gpt-4-0613,0-shot,8,wibea-dev,U:PREP,60,78,36,0.4348,0.625,0.463
gpt-4-0613,0-shot,8,wibea-dev,U:PRON,28,43,16,0.3944,0.6364,0.4268
gpt-4-0613,0-shot,8,wibea-dev,U:PUNCT,48,144,49,0.25,0.4948,0.2775
gpt-4-0613,0-shot,8,wibea-dev,U:VERB,23,50,21,0.3151,0.5227,0.3423
gpt-4-0613,0-shot,8,wibea-dev,U:VERB:FORM,4,22,5,0.1538,0.4444,0.177
gpt-4-0613,0-shot,8,wibea-dev,U:VERB:TENSE,21,32,22,0.3962,0.4884,0.4118
gpt-4-0613,0-shot,10,wibea-dev,M:ADJ,3,29,16,0.0938,0.1579,0.102
gpt-4-0613,0-shot,10,wibea-dev,M:ADV,12,45,20,0.2105,0.375,0.2308
gpt-4-0613,0-shot,10,wibea-dev,M:CONJ,4,24,19,0.1429,0.1739,0.1481
gpt-4-0613,0-shot,10,wibea-dev,M:CONTR,1,3,1,0.25,0.5,0.2778
gpt-4-0613,0-shot,10,wibea-dev,M:DET,258,165,106,0.6099,0.7088,0.6274
gpt-4-0613,0-shot,10,wibea-dev,M:NOUN,9,48,37,0.1579,0.1957,0.1642
gpt-4-0613,0-shot,10,wibea-dev,M:NOUN:POSS,17,4,7,0.8095,0.7083,0.787
gpt-4-0613,0-shot,10,wibea-dev,M:OTHER,35,194,123,0.1528,0.2215,0.1629
gpt-4-0613,0-shot,10,wibea-dev,M:PART,4,3,7,0.5714,0.3636,0.5128
gpt-4-0613,0-shot,10,wibea-dev,M:PREP,76,96,68,0.4419,0.5278,0.4567
gpt-4-0613,0-shot,10,wibea-dev,M:PRON,18,23,38,0.439,0.3214,0.4091
gpt-4-0613,0-shot,10,wibea-dev,M:PUNCT,704,809,387,0.4653,0.6453,0.4928
gpt-4-0613,0-shot,10,wibea-dev,M:VERB,25,62,31,0.2874,0.4464,0.3094
gpt-4-0613,0-shot,10,wibea-dev,M:VERB:FORM,14,13,7,0.5185,0.6667,0.5426
gpt-4-0613,0-shot,10,wibea-dev,M:VERB:TENSE,29,43,32,0.4028,0.4754,0.4155
gpt-4-0613,0-shot,10,wibea-dev,R:ADJ,23,64,57,0.2644,0.2875,0.2687
gpt-4-0613,0-shot,10,wibea-dev,R:ADJ:FORM,13,8,3,0.619,0.8125,0.65
gpt-4-0613,0-shot,10,wibea-dev,R:ADV,7,49,51,0.125,0.1207,0.1241
gpt-4-0613,0-shot,10,wibea-dev,R:CONJ,5,13,3,0.2778,0.625,0.3125
gpt-4-0613,0-shot,10,wibea-dev,R:CONTR,11,22,9,0.3333,0.55,0.3618
gpt-4-0613,0-shot,10,wibea-dev,R:DET,76,98,86,0.4368,0.4691,0.4429
gpt-4-0613,0-shot,10,wibea-dev,R:MORPH,110,196,71,0.3595,0.6077,0.3915
gpt-4-0613,0-shot,10,wibea-dev,R:NOUN,77,141,202,0.3532,0.276,0.3345
gpt-4-0613,0-shot,10,wibea-dev,R:NOUN:INFL,9,2,2,0.8182,0.8182,0.8182
gpt-4-0613,0-shot,10,wibea-dev,R:NOUN:NUM,184,120,85,0.6053,0.684,0.6195
gpt-4-0613,0-shot,10,wibea-dev,R:NOUN:POSS,20,13,8,0.6061,0.7143,0.625
gpt-4-0613,0-shot,10,wibea-dev,R:ORTH,257,195,67,0.5686,0.7932,0.6027
gpt-4-0613,0-shot,10,wibea-dev,R:OTHER,255,788,493,0.2445,0.3409,0.2591
gpt-4-0613,0-shot,10,wibea-dev,R:PART,28,16,15,0.6364,0.6512,0.6393
gpt-4-0613,0-shot,10,wibea-dev,R:PREP,227,206,278,0.5242,0.4495,0.5074
gpt-4-0613,0-shot,10,wibea-dev,R:PRON,31,83,26,0.2719,0.5439,0.3021
gpt-4-0613,0-shot,10,wibea-dev,R:PUNCT,152,194,142,0.4393,0.517,0.4529
gpt-4-0613,0-shot,10,wibea-dev,R:SPELL,355,118,47,0.7505,0.8831,0.7738
gpt-4-0613,0-shot,10,wibea-dev,R:VERB,72,229,261,0.2392,0.2162,0.2342
gpt-4-0613,0-shot,10,wibea-dev,R:VERB:FORM,130,137,76,0.4869,0.6311,0.5102
gpt-4-0613,0-shot,10,wibea-dev,R:VERB:INFL,5,2,1,0.7143,0.8333,0.7353
gpt-4-0613,0-shot,10,wibea-dev,R:VERB:SVA,124,68,22,0.6458,0.8493,0.6783
gpt-4-0613,0-shot,10,wibea-dev,R:VERB:TENSE,181,133,189,0.5764,0.4892,0.5566
gpt-4-0613,0-shot,10,wibea-dev,R:WO,56,88,32,0.3889,0.6364,0.4217
gpt-4-0613,0-shot,10,wibea-dev,U:ADJ,5,9,9,0.3571,0.3571,0.3571
gpt-4-0613,0-shot,10,wibea-dev,U:ADV,20,55,21,0.2667,0.4878,0.2933
gpt-4-0613,0-shot,10,wibea-dev,U:CONJ,4,41,5,0.0889,0.4444,0.1058
gpt-4-0613,0-shot,10,wibea-dev,U:CONTR,6,2,2,0.75,0.75,0.75
gpt-4-0613,0-shot,10,wibea-dev,U:DET,177,139,81,0.5601,0.686,0.5815
gpt-4-0613,0-shot,10,wibea-dev,U:NOUN,13,43,35,0.2321,0.2708,0.239
gpt-4-0613,0-shot,10,wibea-dev,U:NOUN:POSS,6,1,2,0.8571,0.75,0.8333
gpt-4-0613,0-shot,10,wibea-dev,U:OTHER,34,201,51,0.1447,0.4,0.1659
gpt-4-0613,0-shot,10,wibea-dev,U:PART,5,1,4,0.8333,0.5556,0.7576
gpt-4-0613,0-shot,10,wibea-dev,U:PREP,61,74,35,0.4519,0.6354,0.4796
gpt-4-0613,0-shot,10,wibea-dev,U:PRON,24,45,20,0.3478,0.5455,0.375
gpt-4-0613,0-shot,10,wibea-dev,U:PUNCT,52,159,45,0.2464,0.5361,0.2763
gpt-4-0613,0-shot,10,wibea-dev,U:VERB,20,49,24,0.2899,0.4545,0.3125
gpt-4-0613,0-shot,10,wibea-dev,U:VERB:FORM,3,17,6,0.15,0.3333,0.1685
gpt-4-0613,0-shot,10,wibea-dev,U:VERB:TENSE,23,25,20,0.4792,0.5349,0.4894
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:ADJ,0,8,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:ADV,0,4,9,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:CONJ,3,12,10,0.2,0.2308,0.2055
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:CONTR,0,0,1,1.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:DET,47,23,47,0.6714,0.5,0.6283
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:NOUN,5,17,6,0.2273,0.4545,0.2525
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:NOUN:POSS,1,0,1,1.0,0.5,0.8333
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:OTHER,5,136,49,0.0355,0.0926,0.0405
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:PART,0,1,1,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:PREP,14,17,25,0.4516,0.359,0.4294
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:PRON,1,12,11,0.0769,0.0833,0.0781
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:PUNCT,82,66,89,0.5541,0.4795,0.5374
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:VERB,7,14,14,0.3333,0.3333,0.3333
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:VERB:FORM,4,1,4,0.8,0.5,0.7143
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,M:VERB:TENSE,3,7,12,0.3,0.2,0.2727
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:ADJ,2,42,9,0.0455,0.1818,0.0535
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:ADJ:FORM,0,1,5,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:ADV,0,20,4,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:CONJ,0,2,2,0.0,0.0,0.0
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:CONTR,1,15,3,0.0625,0.25,0.0735
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:DET,17,58,22,0.2267,0.4359,0.2507
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:MORPH,18,14,20,0.5625,0.4737,0.5422
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:NOUN,13,82,22,0.1368,0.3714,0.1566
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:NOUN:INFL,6,0,2,1.0,0.75,0.9375
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:NOUN:NUM,52,16,44,0.7647,0.5417,0.7065
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:NOUN:POSS,3,2,2,0.6,0.6,0.6
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:ORTH,68,27,70,0.7158,0.4928,0.6564
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:OTHER,54,797,205,0.0635,0.2085,0.0737
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:PART,3,2,2,0.6,0.6,0.6
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:PREP,19,34,40,0.3585,0.322,0.3506
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:PRON,5,40,16,0.1111,0.2381,0.1244
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:PUNCT,4,21,9,0.16,0.3077,0.177
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:SPELL,220,48,84,0.8209,0.7237,0.7994
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:VERB,17,106,43,0.1382,0.2833,0.154
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:VERB:FORM,19,20,25,0.4872,0.4318,0.475
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:VERB:INFL,3,0,1,1.0,0.75,0.9375
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:VERB:SVA,36,11,16,0.766,0.6923,0.75
tiiuae/falcon-40b-instruct,0-shot,3,jfleg-dev,R:VERB:TENSE,20,18,29,0.5263,0.4082,0.4975
